maxClusterRadius,0.409588,maxFairletRadius,0.195549
5,1,0,0,203,0,0.311111,0.112707,0.625,0.105201,0.40404
5,0,-1,-2,-2,1,0.611111,0.127926,0.375,0,0.40404
5,0,-1,-2,-2,1,0.311111,0.142137,0.625,0,0.40404
5,0,-1,-2,-2,1,0.211111,0.136178,0.625,0,0.151515
5,0,-1,-2,-2,1,0.588889,0.134835,0.625,0,0.40404
5,0,6,1,500,0,0.655556,0.0879178,0.625,0,0.40404
5,0,-1,-2,-2,1,0.344444,0.0174816,0.3125,0,0.353535
5,0,-1,-2,-2,1,0.211111,0.273136,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.444444,0.0294409,0.5625,0,0.454545
5,0,-1,-2,-2,1,0.333333,0.0686055,0.25,0,0.505051
5,0,0,2,94,0,0.233333,0.143387,0.4375,0,0.565657
5,0,-1,-2,-2,1,0.477778,0.0187014,0.8125,0,0.606061
5,0,-1,-2,-2,1,0.477778,0.0927605,0.5625,0,0.40404
5,0,4,3,88,0,0.466667,0.142928,0.875,0,0.484848
5,0,6,4,54,0,0.622222,0.01935,0.4375,0,0.40404
5,0,0,5,166,0,0.355556,0.0713529,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.377778,0.0152495,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.488889,0.118584,0.5625,0,0.505051
5,0,7,6,92,0,0.455556,0.127942,0.8125,0,0.40404
5,0,-1,-2,-2,1,0.511111,0.126884,1,0.150242,0.606061
5,0,-1,-2,-2,1,0.488889,0.126344,0.5625,0,0.40404
5,0,15,7,524,0,0.444444,0.0713515,0.8125,0,0.40404
5,0,-1,-2,-2,1,0.266667,0.172586,0.25,0,0.606061
5,0,0,8,111,0,0.422222,0.144501,0.625,0,0.40404
5,0,-1,-2,-2,1,0.355556,0.22745,0.625,0,0.505051
5,0,0,9,330,0,0.533333,0.138068,0.5625,0,0.333333
5,0,-1,-2,-2,1,0.422222,0.072836,0.875,0,0.505051
5,0,6,10,5,0,0.744444,0.0708666,0.625,0,0.252525
5,0,-1,-2,-2,1,0.333333,0.27215,0.5625,0,0.151515
5,0,-1,-2,-2,1,0.7,0.214939,0.4375,0,0.40404
5,0,-1,-2,-2,1,0.555556,0.174324,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.488889,0.163575,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.466667,0.216262,0.875,0,0.505051
5,0,-1,-2,-2,1,0.4,0.101767,0.6875,0,0.484848
5,0,-1,-2,-2,1,0.3,0.288293,0.8125,0,0.505051
5,0,-1,-2,-2,1,0.477778,0.0471845,0.625,0,0.40404
5,0,0,11,251,0,0.422222,0.0436982,0.625,0,0.40404
5,0,-1,-2,-2,1,0.455556,0.104174,0.625,0,0.40404
5,0,-1,-2,-2,1,0.411111,0.157264,0.5625,0,0.505051
5,0,-1,-2,-2,1,0.577778,0.123355,0.5,0,0.505051
5,0,7,12,92,0,0.511111,0.155572,0.8125,0.0478705,0.252525
5,0,-1,-2,-2,1,0.344444,0.203163,0.6875,0,0.40404
5,0,-1,-2,-2,1,0.3,0.283121,0.5625,0,0.40404
5,0,0,13,375,0,0.2,0.255787,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.244444,0.201043,0.625,0,0.40404
5,0,0,14,409,0,0.455556,0.0961248,0.625,0,0.363636
5,0,-1,-2,-2,1,0.277778,0.290873,0.5625,0,0.40404
5,0,0,15,305,0,0.288889,0.148053,0.625,0,0.40404
5,0,-1,-2,-2,1,0.311111,0.0712714,0.4375,0,0.505051
5,0,-1,-2,-2,1,0.255556,0.143206,0.5625,0,0.505051
5,0,-1,-2,-2,1,0.744444,0.267953,0.625,0,0.40404
5,0,0,16,499,0,0.288889,0.142653,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.288889,0.242019,0.625,0,0.505051
5,0,-1,-2,-2,1,0.444444,0.126204,0.625,0,0.606061
5,0,6,17,497,0,0.588889,0.105484,0.5,0,0.40404
5,0,-1,-2,-2,1,0.488889,0.189978,0.25,0,0.40404
5,0,-1,-2,-2,1,0.488889,0.120938,0.5625,0,0.454545
5,0,-1,-2,-2,1,0.488889,0.0199306,0.8125,0,0.40404
5,0,-1,-2,-2,1,0.344444,0.0795855,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.2,0.143479,0.625,0,0.30303
5,0,-1,-2,-2,1,0.633333,0.185857,0.25,0,0.40404
5,0,-1,-2,-2,1,0.222222,0.132446,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.277778,0.0279692,0.8125,0,0.30303
5,0,0,18,166,0,0.355556,0.0908504,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.188889,0.151687,0.3125,0,0.353535
5,0,-1,-2,-2,1,0.4,0.0280352,0.375,0,0.707071
5,0,-1,-2,-2,1,0.3,0.187658,0.625,0,0.40404
5,0,0,19,584,0,0.411111,0.0581328,0.625,0,0.454545
5,0,-1,-2,-2,1,0.455556,0.187096,0.625,0,0.505051
5,0,-1,-2,-2,1,0.322222,0.0973877,0.8125,0,0.40404
5,0,0,20,543,0,0.333333,0.100436,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.288889,0.183618,0.8125,0,0.555556
5,0,-1,-2,-2,1,0.366667,0.105081,0.6875,0,0.40404
5,0,-1,-2,-2,1,0.3,0.10842,0.5625,0,0.505051
5,0,-1,-2,-2,1,0.711111,0.0664011,1,0,0.606061
5,0,-1,-2,-2,1,0.211111,0.151444,0.5625,0,0.353535
5,0,-1,-2,-2,1,0.577778,0.139329,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.544444,0.0764549,0.8125,0,0.505051
5,0,-1,-2,-2,1,0.266667,0.123657,0.5625,0,0.40404
5,0,8,21,372,0,0.644444,0.175947,0.625,0,0.40404
5,0,-1,-2,-2,1,0.233333,0.21952,0.625,0,0.353535
5,0,-1,-2,-2,1,0.488889,0.0535669,0.6875,0,0.40404
5,0,-1,-2,-2,1,0.588889,0.0596118,0.8125,0,0.40404
5,0,-1,-2,-2,1,0.455556,0.116406,0.3125,0,0.555556
5,0,-1,-2,-2,1,0.477778,0.118223,0.625,0,0.40404
5,1,13,22,50,0,0.766667,0.364879,0.625,0.0205002,0.242424
5,0,4,23,324,0,0.388889,0.0217013,0.75,0,0.606061
5,0,-1,-2,-2,1,0.244444,0.212516,0.625,0,0.30303
5,0,-1,-2,-2,1,0.466667,0.103976,0.8125,0,0.585859
5,0,-1,-2,-2,1,0.588889,0.193518,0.5625,0,0.323232
5,0,-1,-2,-2,1,0.322222,0.10562,0.5625,0,0.40404
5,0,14,24,408,0,0.244444,0.225939,0.5625,0,0.606061
5,0,-1,-2,-2,1,0.511111,0.139436,0.8125,0.0768808,0.40404
5,0,-1,-2,-2,1,0.533333,0.0171536,0.875,1,0.505051
5,0,-1,-2,-2,1,0.3,0.128325,0.5625,0,0.505051
5,0,-1,-2,-2,1,0.511111,0.068908,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.5,0.104842,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.377778,0.0377994,0.4375,0,0.40404
5,0,-1,-2,-2,1,0.222222,0.106146,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.3,0.0703325,0.75,0,0.40404
5,0,0,25,149,0,0.422222,0.125375,0.625,0,0.40404
5,0,7,26,92,0,0.388889,0.22929,0.75,0,0.353535
5,0,-1,-2,-2,1,0.655556,0.109204,0.625,0,0.565657
5,0,-1,-2,-2,1,0.555556,0.0245705,0.5625,0,0.40404
5,0,0,27,587,0,0.266667,0.105969,0.625,0,0.424242
5,0,9,28,246,0,0.322222,0.0887139,0.375,0,0.252525
5,0,0,29,280,0,0.455556,0.0722541,0.6875,0,0.454545
5,0,9,30,55,0,0.422222,0.133165,0.375,0,0.40404
5,0,7,31,21,0,0.544444,0.0685826,0.875,0,0.40404
5,0,0,32,73,0,0.333333,0.099411,0.625,0,0.40404
5,0,-1,-2,-2,1,0.322222,0.142088,0.75,0,0.40404
5,0,15,33,394,0,0.5,0.127897,0.75,0.0545505,0.383838
5,0,0,34,460,0,0.222222,0.102229,0.6875,0,0.353535
5,0,0,35,404,0,0.6,0.143525,0.5625,0,0.40404
5,0,0,36,362,0,0.211111,0.128522,0.625,0,0.40404
5,0,-1,-2,-2,1,0.2,0.159001,0.375,0,0.10101
5,0,-1,-2,-2,1,0.222222,0.151032,0.5,0,0.40404
5,0,-1,-2,-2,1,0.433333,0.253555,0.9375,0,0.505051
5,0,-1,-2,-2,1,0.422222,0.111064,0.5625,0,0.40404
5,0,-1,-2,-2,1,0.755556,0.132696,0.5625,0,0.454545
5,0,-1,-2,-2,1,0.655556,0.0219249,0.5625,0,0.484848
5,0,6,37,29,0,0.744444,0.245747,0.5625,0,0.30303
5,0,-1,-2,-2,1,0.422222,0.125982,0.4375,0,0.454545
5,0,-1,-2,-2,1,0.488889,0.0815058,0.3125,0,0.40404
5,0,0,38,100,0,0.322222,0.126388,0.5625,0,0.40404
5,0,15,39,524,0,0.522222,0.0186057,0.6875,0,0.555556
5,0,-1,-2,-2,1,0.377778,0.314613,0.625,0,0.505051
5,0,6,40,339,0,0.444444,0.233692,0.5625,0,0.40404
5,1,10,41,342,0,0.222222,0.0617853,0.625,0,0.0808081
5,0,-1,-2,-2,1,0.255556,0.122462,0.5625,0,0.535354
5,0,-1,-2,-2,1,0.388889,0.0413166,0.625,0,0.454545
5,0,4,42,206,0,0.355556,0.11734,0.8125,0,0.606061
5,0,-1,-2,-2,1,0.422222,0.114514,0.5625,0.0313703,0.454545
5,0,0,43,163,0,0.344444,0.0339744,0.625,0,0.323232
5,0,-1,-2,-2,1,0.611111,0.122767,0.625,0,0.40404
5,0,-1,-2,-2,1,0.244444,0.310388,0.5625,0,0.555556
5,0,0,44,587,0,0.4,0.0246749,0.625,0,0.252525
5,0,0,45,99,0,0.2,0.0858002,0.625,0,0.40404
5,0,0,46,521,0,0.211111,0.14165,0.625,0,0.30303
5,0,-1,-2,-2,1,0.533333,0.0574801,0.5625,0,0.40404
