maxClusterRadius,0.199507,maxFairletRadius,0.136839
3,0,-1,-2,-1,1,0.452632,0.00578691,0.180765
3,0,-1,-2,-1,1,0.578947,0.013728,0.0134201
3,1,0,0,-1,0,0.357895,0.0168124,0.054697
3,0,-1,-2,-1,1,0.347368,0.078559,0.0398536
3,0,-1,-2,-1,1,0.410526,0.00239897,0.0300935
3,1,1,1,-1,0,0.463158,0.000499378,0.629118
3,0,-1,-2,-1,1,0.484211,0,0.0248068
3,0,9,2,-1,0,0.505263,0.0135615,0.0549004
3,0,0,3,-1,0,0.305263,9.79173e-05,0.0274502
3,0,-1,-2,-1,1,0.473684,0.0539622,0.055307
3,0,9,4,-1,0,0.494737,0.0189862,0.0305002
3,0,-1,-2,-1,1,0.357895,0.00661921,0.0988207
3,0,0,5,-1,0,0.336842,0.0605912,0.0298902
3,0,-1,-2,-1,1,0.336842,0.0437201,0.0327369
3,0,-1,-2,-1,1,0.442105,-0.00548337,0.128101
3,0,0,6,-1,0,0.357895,0.000949798,0.0136234
3,0,-1,-2,-1,1,0.568421,0.00898881,0.0384303
3,0,-1,-2,-1,1,0.4,0.00416149,0.0488003
3,0,0,7,-1,0,0.357895,0.00477836,0.000813339
3,0,0,8,-1,0,0.305263,0.00196814,0.0246035
3,0,9,9,-1,0,0.515789,0.0256837,0.0591704
3,0,-1,-2,-1,1,0.410526,0.000411253,0.0244002
3,0,-1,-2,-1,1,0.547368,0,0.0215535
3,0,-1,-2,-1,1,0.526316,0.015422,0.0827572
3,0,0,10,-1,0,0.305263,2.93752e-05,0.0729972
3,0,-1,-2,-1,1,0.442105,0.00162543,0.0579504
3,0,-1,-2,-1,1,0.578947,0,0.124847
3,0,-1,-2,-1,1,0.389474,0.00543441,0.0211468
3,0,-1,-2,-1,1,0.473684,0,0.0130134
3,0,15,11,-1,0,0.263158,0.00744171,0.0117934
3,0,16,12,-1,0,0.463158,0,0.0270435
3,0,-1,-2,-1,1,0.442105,0.0131503,0.0821472
3,0,-1,-2,-1,1,0.505263,0.0578495,0.0390403
3,0,0,13,-1,0,0.368421,0.00356419,0.0329402
3,0,-1,-2,-1,1,0.389474,0.010908,0.0270435
3,0,15,14,-1,0,0.284211,0.0029571,0.0412769
3,0,0,15,-1,0,0.336842,0.0173314,0.0418869
3,0,-1,-2,-1,1,0.568421,0.00386773,0.0372102
3,0,-1,-2,-1,1,0.452632,0.0312944,0.0323302
3,0,-1,-2,-1,1,0.347368,0.00328023,0.107157
3,0,-1,-2,-1,1,0.494737,0.0072165,0.0244002
3,0,-1,-2,-1,1,0.463158,0.028161,0.0254168
3,0,-1,-2,-1,1,0.326316,0.0084111,0.0370069
3,0,-1,-2,-1,1,0.536842,0.0208074,0.00406669
3,0,-1,-2,-1,1,0.494737,0.000489586,0.0339569
3,0,3,16,-1,0,0.568421,0.00126313,0.0268402
3,0,16,17,-1,0,0.442105,0.00479795,0.043107
3,0,0,18,-1,0,0.305263,0.00102813,0.0662871
3,0,-1,-2,-1,1,0.557895,0.0111626,0.0490037
3,0,-1,-2,-1,1,0.547368,0.0161074,0.050427
3,0,-1,-2,-1,1,0.515789,0.0214145,0.0187068
3,0,16,19,-1,0,0.452632,0.00675629,0.0117934
3,0,7,20,-1,0,0.231579,0.00353481,0.0471736
3,0,-1,-2,-1,1,0.526316,0.02586,0.0197235
3,0,0,21,-1,0,0.347368,0.00148834,0.0410736
3,0,0,22,-1,0,0.336842,0,0.0174868
3,0,-1,-2,-1,1,0.431579,0,0.0471736
3,0,0,23,-1,0,0.315789,0.000773547,0.0254168
3,0,3,24,-1,0,0.621053,0.00854818,0.0309069
3,0,-1,-2,-1,1,0.536842,3.91669e-05,0.0162668
3,0,-1,-2,-1,1,0.494737,0.00354461,0.0225702
3,0,17,25,-1,0,0.294737,0.000215418,0.108987
3,0,-1,-2,-1,1,0.631579,0.00428878,0.0357869
3,0,6,26,-1,0,0.578947,0.00318231,0.140911
3,0,-1,-2,-1,1,0.357895,0.00205626,0.0404636
3,1,11,27,-1,0,0.252632,0.00400482,0.185441
3,0,-1,-2,-1,1,0.347368,0.00863631,0.0211468
3,0,16,28,-1,0,0.494737,0.0471863,0.0292802
3,0,-1,-2,-1,1,0.315789,0,0.0361936
3,0,0,29,-1,0,0.326316,0.0357594,0.0579504
3,0,0,30,-1,0,0.315789,0.00095959,0.0203335
3,0,0,31,-1,0,0.347368,0,0.0337536
3,0,16,32,-1,0,0.410526,-0.000489586,0.0119967
3,0,0,33,-1,0,0.315789,0.000518962,0.0715738
3,0,15,34,-1,0,0.273684,0.0018898,0.00976007
3,0,0,35,-1,0,0.378947,0.0106632,0.0256202
3,0,-1,-2,-1,1,0.463158,0.00374044,0.237292
3,0,0,36,-1,0,0.336842,-0.00333898,0.0689305
3,0,15,37,-1,0,0.294737,0.0667502,0.0313135
3,0,-1,-2,-1,1,0.431579,0.0141882,0.0128101
3,0,-1,-2,-1,1,0.442105,0.0163816,0.129321
3,0,7,38,-1,0,0.210526,0.00210522,0.0660838
3,0,-1,-2,-1,1,0.578947,0.00589462,0.0793005
3,0,-1,-2,-1,1,0.536842,0.000205626,0.0319235
3,0,-1,-2,-1,1,0.336842,0.0186043,0.0246035
3,0,-1,-2,-1,1,0.526316,0.112879,0.0115901
3,0,5,39,-1,0,0.315789,0.00716755,0.285482
3,0,9,40,-1,0,0.536842,-0.000274168,0.0447336
3,0,12,41,-1,0,0.431579,0.0780205,0.0821472
3,0,-1,-2,-1,1,0.610526,0.0460211,0.0189101
3,0,0,42,-1,0,0.336842,0.00482732,0.0587637
3,0,15,43,-1,0,0.284211,0.00458253,0.0221635
3,0,-1,-2,-1,1,0.315789,0.00178209,0.0290769
3,0,-1,-2,-1,1,0.347368,0.0232652,0.056527
3,0,12,44,-1,0,0.473684,0.0640575,0.0189101
3,0,-1,-2,-1,1,0.642105,0.000842089,0.129931
3,0,-1,-2,-1,1,0.526316,0.02821,0.103701
3,0,-1,-2,-1,1,0.557895,0.00361315,0.0327369
3,0,-1,-2,-1,1,0.326316,0.0191037,0.105531
3,0,7,45,-1,0,0.2,0.0114465,0.094144
3,0,-1,-2,-1,1,0.536842,0.0284352,0.0833672
3,0,-1,-2,-1,1,0.326316,0.0110255,0.00406669
3,0,0,46,-1,0,0.305263,0.000137084,0.0215535
3,0,-1,-2,-1,1,0.4,0,0.0445303
3,0,0,47,-1,0,0.315789,0.00339773,0.0457503
3,0,-1,-2,-1,1,0.410526,0.012739,0.047377
3,0,-1,-2,-1,1,0.589474,0.00463149,0.0845872
3,0,3,48,-1,0,0.6,0.00156668,0.0616104
3,0,-1,-2,-1,1,0.526316,0.0290912,0.146808
3,0,-1,-2,-1,1,0.463158,0.000910631,0.046767
3,0,9,49,-1,0,0.515789,0.00174293,0.0353802
3,0,16,50,-1,0,0.442105,0.000597296,0.0233835
3,0,-1,-2,-1,1,0.368421,0.000186043,0.0544937
3,0,-1,-2,-1,1,0.410526,0,0.0424969
3,0,-1,-2,-1,1,0.547368,0.00191918,0.0201301
3,0,0,51,-1,0,0.4,0.00429857,0.0729972
3,0,-1,-2,-1,1,0.326316,0.0135615,0.0235868
3,0,-1,-2,-1,1,0.526316,0.0685225,0.243188
3,0,7,52,-1,0,0.242105,0.00277106,0.0355836
3,0,-1,-2,-1,1,0.326316,0.0171355,0.0183001
3,0,-1,-2,-1,1,0.421053,0.0278085,0.349736
3,0,0,53,-1,0,0.357895,0.00362294,0.0235868
3,0,-1,-2,-1,1,0.473684,0.0217376,0.0260268
3,0,15,54,-1,0,0.263158,0.00372086,0.0339569
